UF,População,isoweek,corredor baixo,corredor mediano,corredor alto
Acre,803513,3,0.11598586039408638,0.21693423645822685,0.4057431034077434
Acre,803513,4,0.10226677395725818,0.18430108331615866,0.3321400294264287
Acre,803513,5,0.1036466393529518,0.31104536550121725,0.9334525461102706
Acre,803513,6,0.1789249668209952,0.39189260346722815,0.8583475821234633
Acre,803513,7,0.11647064495902373,0.25811369737351125,0.5720126371349921
Acre,803513,8,0.10680209869455247,0.31704063871685073,0.9411310060999344
Acre,803513,9,0.27573601679853893,0.4053637134108519,0.5959313623881506
Acre,803513,10,0.1846154532674756,0.3304497060567965,0.5914835746432116
Acre,803513,11,0.16498034224118988,0.2709147288809416,0.4448699119397871
Acre,803513,12,0.20291831728492846,0.33044970605679647,0.5381328294758813
Acre,803513,13,0.11852799203229178,0.20479144623022835,0.3538365556521239
Acre,803513,14,0.14020535104346077,0.31119930341000535,0.6907368778874395
Acre,803513,15,0.2512849447658874,0.3395204283707432,0.45873866971397537
Acre,803513,16,0.2587165218232445,0.31595936040624,0.38586757708703456
Acre,803513,17,0.15492066163651003,0.23799422178003743,0.36561456039726237
Acre,803513,18,0.3876172574508148,0.4600605393658671,0.5460430252088809
Acre,803513,19,0.1770269147704845,0.3549827373051411,0.7118281643671327
Acre,803513,20,0.2938235518969119,0.4728633122275958,0.7609999627575901
Acre,803513,21,0.24484922161655845,0.2532055140615722,0.2618469927243145
Acre,803513,22,0.2483226195941312,0.2531810718455526,0.25813458011046936
Acre,803513,23,0.17615987531408914,0.2799448173349488,0.4448748650222844
Acre,803513,24,0.2045300987982199,0.34299972957711,0.5752151648156075
Acre,803513,25,0.09148233098636521,0.17749136865257054,0.3443636121477712
Acre,803513,26,0.11471322628108833,0.21505205564800758,0.40315653336356483
Acre,803513,27,0.13556576282120095,0.21215849867165457,0.33202504542371974
Acre,803513,28,0.1819682160032452,0.33796394195425544,0.6276899810856109
Acre,803513,29,0.14308248287408085,0.25661145234631894,0.46022012025914893
Acre,803513,30,0.137593718156372,0.20721686585667284,0.31206969381162725
Acre,803513,31,0.12416510143911634,0.23003026968293352,0.4261577879542036
Acre,803513,32,0.10465743680142292,0.2953711197346441,0.8336158522478863
Acre,803513,33,0.3038809273514379,0.4711282923749133,0.730423820312366
Acre,803513,34,0.1120108363262564,0.22701241392654223,0.46008616458009205
Acre,803513,35,0.1162194705757489,0.28331233281675305,0.6906405400784837
Acre,803513,36,0.10757821413048489,0.21215849867165457,0.41840468279214
Acre,803513,37,0.059331626762230194,0.2853557102006362,1.3724194967791696
Acre,803513,38,0.11435157438487265,0.23602270427743707,0.48715303863629045
Acre,803513,39,0.10523969029671844,0.22738986378602427,0.49131796194804056
Acre,803513,40,0.0722535386403633,0.2192824075556194,0.6655006130942213
Acre,803513,41,0.15527967724567787,0.31119930341000535,0.6236811420572952
Acre,803513,42,0.1856670811955223,0.34361958080297433,0.6359469624390228
Acre,803513,43,0.12338680059114258,0.12756603505423195,0.13188682437257157
Acre,803513,44,0.1319888493057587,0.2954061413872045,0.6611527324336611
Acre,803513,45,0.12227597987094838,0.23446400979795756,0.4495843905610598
Acre,803513,46,0.11226763368614706,0.14880811587453838,0.19724166817334832
Acre,803513,47,0.09250687576910008,0.18609420790098005,0.37436194797815175
Acre,803513,48,0.12611495604688439,0.3182166193265284,0.8029326575506212
Acre,803513,49,0.27669053435552426,0.3938507972035604,0.5606207339878342
Acre,803513,50,0.20649510594577905,0.4600605393658671,1.0249913619608426
Acre,803513,51,0.11423702279157959,0.251648250975112,0.5543460488669246
Acre,803513,52,0.2615562300320996,0.44127816139158504,0.7444915982205429
Amazonas,3938336,1,0.0,0.05745579423011677,0.05745579423011677
Amazonas,3938336,2,0.012301959051921859,0.05401638690868364,0.2371793014717265
Amazonas,3938336,3,0.0,0.025391434351969968,0.025391434351969968
Amazonas,3938336,4,0.012930602767906646,0.0549335858665136,0.23337650303847057
Amazonas,3938336,5,0.014909069976876117,0.045753506335429794,0.1404100554382695
Amazonas,3938336,6,0.012930602767906646,0.0549335858665136,0.23337650303847057
Amazonas,3938336,7,0.010781183703062702,0.07483317002695147,0.5194237933903109
Amazonas,3938336,8,0.022343395175280365,0.05910893671567576,0.1563713290772928
Amazonas,3938336,9,0.017011521312183215,0.04380134391379138,0.1127799033047213
Amazonas,3938336,10,0.022695700130111813,0.08277935281600568,0.3019259689435713
Amazonas,3938336,11,0.021809927948604917,0.06400282794423937,0.18782097742427134
Amazonas,3938336,12,0.021024319521930516,0.04539597585607487,0.0980195635714018
Amazonas,3938336,13,0.01962915077735492,0.06412038198060649,0.20945498009429986
