UF,População,isoweek,corredor baixo,corredor mediano,corredor alto,Unidade da Federação
43,11247972,20,0.1754441551504165,0.36580661592642133,0.7627183712151305,Rio Grande do Sul
43,11247972,21,0.17604758969073972,0.384646401991665,0.8404139745681279,Rio Grande do Sul
43,11247972,22,0.19717004101386615,0.38073690644334757,0.7352059733956029,Rio Grande do Sul
43,11247972,23,0.20235919727322238,0.41562824195333464,0.8536643643430718,Rio Grande do Sul
43,11247972,24,0.2603599285054133,0.5483946116490994,1.1550803989390166,Rio Grande do Sul
43,11247972,25,0.22855584777798504,0.5632053896268324,1.3878459640762926,Rio Grande do Sul
43,11247972,26,0.28859768275020475,0.6257657701731756,1.3568466502877687,Rio Grande do Sul
43,11247972,27,0.2821634531376211,0.6023078364115076,1.2856899990721813,Rio Grande do Sul
43,11247972,28,0.3067988192486562,0.6113881881921253,1.218373387408292,Rio Grande do Sul
43,11247972,29,0.21165390394381883,0.5408927226208274,1.3822799009737587,Rio Grande do Sul
43,11247972,30,0.18978367021811426,0.4942321526531319,1.2870729100950558,Rio Grande do Sul
43,11247972,31,0.3465206126445417,0.5834332815657559,0.9823207671278151,Rio Grande do Sul
43,11247972,32,0.13431501962737963,0.3388884025187682,0.8550447275392559,Rio Grande do Sul
43,11247972,33,0.13668926435544568,0.34461605586267174,0.8688336023926571,Rio Grande do Sul
43,11247972,34,0.16879083514430873,0.3315535659082354,0.6512662075075534,Rio Grande do Sul
43,11247972,35,0.10215510418293863,0.2705434150416231,0.7164961556038267,Rio Grande do Sul
43,11247972,36,0.07479120711552417,0.21261961728504494,0.6044440703385234,Rio Grande do Sul
43,11247972,37,0.03816402427633833,0.16096616919439571,0.678914451932761,Rio Grande do Sul
43,11247972,38,0.05717890688400861,0.14808728261507567,0.3835302993253003,Rio Grande do Sul
43,11247972,39,0.047770788809843784,0.14670117489966583,0.450510348543954,Rio Grande do Sul
43,11247972,40,0.04415012310922891,0.13745090382775885,0.42792068589087534,Rio Grande do Sul
43,11247972,41,0.026068026549156374,0.10508239892975577,0.42359595361044666,Rio Grande do Sul
43,11247972,42,0.031219806204186153,0.1142873125382949,0.41837510847439263,Rio Grande do Sul
43,11247972,43,0.014010623049403585,0.07364606018751212,0.38711641602359276,Rio Grande do Sul
43,11247972,44,0.029235648527721307,0.09915401356868021,0.3362852853240369,Rio Grande do Sul
43,11247972,45,0.01802581145445372,0.07576000843470844,0.31840890450504455,Rio Grande do Sul
43,11247972,46,0.02503658473937506,0.08109790169914949,0.26269036805413265,Rio Grande do Sul
43,11247972,47,0.043551171491127215,0.12642584160802486,0.36700490202780767,Rio Grande do Sul
43,11247972,48,0.02087225372697049,0.07406216611378647,0.26279885829378774,Rio Grande do Sul
43,11247972,49,0.03093060536137895,0.0955377837219212,0.2950950365133646,Rio Grande do Sul
43,11247972,50,0.03829715739210633,0.08169799057846777,0.17428347478173786,Rio Grande do Sul
43,11247972,51,0.01196929511914358,0.04234678518252983,0.14982087060642524,Rio Grande do Sul
43,11247972,52,0.015924799839193933,0.04161347801345467,0.10874118167025745,Rio Grande do Sul
50,2651235,1,0.0,0.03817293638060249,0.03817293638060249,Mato Grosso do Sul
50,2651235,2,0.0,0.037718270919024535,0.037718270919024535,Mato Grosso do Sul
50,2651235,3,0.0,0.0,0.0,Mato Grosso do Sul
50,2651235,4,0.030406935845432442,0.05549658499792653,0.10128843504942392,Mato Grosso do Sul
50,2651235,5,0.06173954307679266,0.09294569886266668,0.13992495743488592,Mato Grosso do Sul
50,2651235,6,0.0,0.11315481275707359,0.11315481275707359,Mato Grosso do Sul
50,2651235,7,0.03750196711902133,0.03794492266665268,0.0383931101962906,Mato Grosso do Sul
50,2651235,8,0.017320524272704002,0.084847426483608,0.4156390226730346,Mato Grosso do Sul
50,2651235,9,0.1633369621575907,0.22448518985946236,0.3085253931539276,Mato Grosso do Sul
50,2651235,10,0.03746372259568062,0.061425270712431715,0.10071246583836645,Mato Grosso do Sul
50,2651235,11,0.04760078285278633,0.09613574401885418,0.1941581781678128,Mato Grosso do Sul
50,2651235,12,0.03234030167374293,0.1936713785513129,1.15980992534832,Mato Grosso do Sul
